target_id	TF_id	cor	p	in_fimo	target_name	TF_name	cor_sign
Mp1g03950.1	Mp1g04480.1	0.876473378705229	4.37417613241564e-09	FALSE	GATA2	HD1	pos
Mp1g04480.1	Mp1g06180.1	0.805245437668675	6.99860122743701e-07	FALSE	HD1	TRIHELIX18	pos
Mp1g03100.1	Mp1g08640.1	0.80475440617711	7.19370869983749e-07	FALSE	TRIHELIX26	3R-MYB1	pos
Mp1g03040.1	Mp1g09420.1	0.862113866053312	1.5151822019277e-08	FALSE	TRIHELIX25	R2R3-MYB17	pos
Mp1g03950.1	Mp1g09500.1	0.879693511347288	3.24139692864378e-09	FALSE	GATA2	IDDL6	pos
Mp1g04480.1	Mp1g09500.1	0.86715492689141	9.95787718949259e-09	FALSE	HD1	IDDL6	pos
Mp1g03100.1	Mp1g10310.1	0.803714485957267	7.62313461688535e-07	TRUE	TRIHELIX26	CDC5	pos
Mp1g04480.1	Mp1g10310.1	0.826245836284814	1.99833189551413e-07	FALSE	HD1	CDC5	pos
Mp1g08640.1	Mp1g10310.1	0.927884492514092	9.00479690812972e-12	FALSE	3R-MYB1	CDC5	pos
Mp1g08640.1	Mp1g10440.1	0.862961783841998	1.41353111438036e-08	FALSE	3R-MYB1	GRAS3	pos
Mp1g10310.1	Mp1g10440.1	0.829253592854011	1.64750288744742e-07	FALSE	CDC5	GRAS3	pos
Mp1g03580.1	Mp1g11660.1	0.841926343135774	6.99826498973266e-08	FALSE	BZIP15	HD6	pos
Mp1g03950.1	Mp1g13260.1	0.875546260564936	4.76107731017805e-09	TRUE	GATA2	BZR2	pos
Mp1g04480.1	Mp1g13260.1	0.875374234139377	4.83618700641841e-09	FALSE	HD1	BZR2	pos
Mp1g09500.1	Mp1g13260.1	0.850902286097489	3.64351420145681e-08	TRUE	IDDL6	BZR2	pos
Mp1g10030.1	Mp1g13260.1	0.85316981429338	3.06897081081559e-08	TRUE	Mp1g10030.1	BZR2	pos
Mp1g01960.1	Mp1g14500.1	0.878499618226675	3.62591889846442e-09	FALSE	Mp1g01960.1	ASLBD15	pos
Mp1g05400.1	Mp1g14500.1	0.868193398580063	9.11371622613899e-09	FALSE	Mp1g05400.1	ASLBD15	pos
Mp1g11660.1	Mp1g15660.1	0.822762306448435	2.48777092926034e-07	FALSE	HD6	IDDL2	pos
Mp1g01960.1	Mp1g16790.1	0.810777353739304	5.10658294539112e-07	FALSE	Mp1g01960.1	TRIHELIX1	pos
Mp1g05400.1	Mp1g16790.1	0.831405622968975	1.431669760521e-07	FALSE	Mp1g05400.1	TRIHELIX1	pos
Mp1g14500.1	Mp1g16790.1	0.864052772217902	1.29182931019045e-08	FALSE	ASLBD15	TRIHELIX1	pos
Mp1g02320.1	Mp1g18540.1	0.839015569540858	8.5741648447879e-08	FALSE	HD8	CDF	pos
Mp1g03950.1	Mp1g19590.1	0.806181280687155	6.63986838844721e-07	FALSE	GATA2	TCP2	pos
Mp1g10030.1	Mp1g19590.1	0.81046144811211	5.20074457943664e-07	FALSE	Mp1g10030.1	TCP2	pos
Mp1g12750.1	Mp1g19590.1	0.867628221859213	9.56473611424258e-09	FALSE	ARF1	TCP2	pos
Mp1g13260.1	Mp1g19590.1	0.848497579105013	4.35747105065332e-08	FALSE	BZR2	TCP2	pos
Mp1g03100.1	Mp1g20490.1	-0.837904094352938	9.25584560107495e-08	FALSE	TRIHELIX26	GRAS1	neg
Mp1g01010.1	Mp1g22880.1	-0.82808899343742	1.77614912999502e-07	FALSE	HD9	GRAS8	neg
Mp1g10030.1	Mp1g24140.1	-0.855180083304485	2.62952668528271e-08	FALSE	Mp1g10030.1	HD12	neg
Mp1g13260.1	Mp1g24140.1	-0.809350838820599	5.54430480192991e-07	FALSE	BZR2	HD12	neg
Mp1g03040.1	Mp1g24520.1	0.805884894697883	6.75165023000801e-07	FALSE	TRIHELIX25	4R-MYB1	pos
Mp1g03100.1	Mp1g24520.1	0.805935081495468	6.73260418526667e-07	FALSE	TRIHELIX26	4R-MYB1	pos
Mp1g04480.1	Mp1g24520.1	0.801994720421945	8.38403875880189e-07	FALSE	HD1	4R-MYB1	pos
Mp1g06180.1	Mp1g24520.1	0.858042433856081	2.10168327186011e-08	FALSE	TRIHELIX18	4R-MYB1	pos
Mp1g08640.1	Mp1g24520.1	0.828289631991328	1.75336017260719e-07	FALSE	3R-MYB1	4R-MYB1	pos
Mp1g09420.1	Mp1g24520.1	0.825920756029521	2.04001882497806e-07	FALSE	R2R3-MYB17	4R-MYB1	pos
Mp1g10330.1	Mp1g24520.1	0.815099790860293	3.96337619612552e-07	FALSE	1R-MYB6	4R-MYB1	pos
Mp1g23310.1	Mp1g24520.1	0.841761529736178	7.07996887783224e-08	FALSE	TRIHELIX22	4R-MYB1	pos
Mp1g03950.1	Mp1g24950.1	0.851611668866522	3.45411521607275e-08	FALSE	GATA2	WRKY11	pos
Mp1g04480.1	Mp1g24950.1	0.814017711448262	4.22554838230838e-07	FALSE	HD1	WRKY11	pos
Mp1g08660.1	Mp1g24950.1	0.819281984138627	3.08206207222383e-07	FALSE	NFX1-1	WRKY11	pos
Mp1g10030.1	Mp1g24950.1	0.851808968632573	3.40304397994373e-08	FALSE	Mp1g10030.1	WRKY11	pos
Mp1g11660.1	Mp1g24950.1	0.844898382130517	5.66368316690102e-08	FALSE	HD6	WRKY11	pos
Mp1g12750.1	Mp1g24950.1	0.874193443218519	5.38141131656289e-09	FALSE	ARF1	WRKY11	pos
Mp1g13260.1	Mp1g24950.1	0.892393116466187	9.09480935007423e-10	FALSE	BZR2	WRKY11	pos
Mp1g19590.1	Mp1g24950.1	0.904021269388395	2.45262032905202e-10	FALSE	TCP2	WRKY11	pos
Mp1g24140.1	Mp1g24950.1	-0.84257013689782	6.68720581131765e-08	FALSE	HD12	WRKY11	neg
Mp1g24520.1	Mp1g25020.1	0.847963454073658	4.53226760566139e-08	TRUE	4R-MYB1	C2H2-8	pos
Mp1g01960.1	Mp1g26740.1	0.881160468182136	2.81971468396591e-09	FALSE	Mp1g01960.1	TRIHELIX5	pos
Mp1g14500.1	Mp1g26740.1	0.831859413486729	1.3895532546826e-07	FALSE	ASLBD15	TRIHELIX5	pos
Mp1g16790.1	Mp1g26740.1	0.828433627454854	1.73716765861087e-07	FALSE	TRIHELIX1	TRIHELIX5	pos
Mp1g20490.1	Mp1g26740.1	0.828595327045236	1.71914503965809e-07	FALSE	GRAS1	TRIHELIX5	pos
Mp1g01960.1	Mp2g00500.1	0.810630637776508	5.15012203772258e-07	FALSE	Mp1g01960.1	BHLH47	pos
Mp1g05400.1	Mp2g00500.1	0.952470872410616	6.88338275267597e-14	FALSE	Mp1g05400.1	BHLH47	pos
Mp1g14500.1	Mp2g00500.1	0.957077215205009	2.08721928629529e-14	FALSE	ASLBD15	BHLH47	pos
Mp1g16790.1	Mp2g00500.1	0.912522142689507	8.4299678348998e-11	FALSE	TRIHELIX1	BHLH47	pos
Mp1g25140.1	Mp2g00500.1	0.801033122616744	8.83860473477327e-07	FALSE	Mp1g25140.1	BHLH47	pos
Mp1g03950.1	Mp2g02150.1	0.804967669010092	7.1083779662473e-07	FALSE	GATA2	TRIHELIX29	pos
Mp1g24950.1	Mp2g02150.1	0.831972948804067	1.37919226261829e-07	FALSE	WRKY11	TRIHELIX29	pos
Mp1g03950.1	Mp2g02280.1	0.826474335398827	1.96949117903245e-07	FALSE	GATA2	TRIHELIX30	pos
Mp1g08660.1	Mp2g02280.1	0.800939883028811	8.88383682395855e-07	FALSE	NFX1-1	TRIHELIX30	pos
Mp1g10030.1	Mp2g02280.1	0.911694018148092	9.397904676689e-11	FALSE	Mp1g10030.1	TRIHELIX30	pos
Mp1g12750.1	Mp2g02280.1	0.855585378647434	2.54815035738432e-08	FALSE	ARF1	TRIHELIX30	pos
Mp1g13260.1	Mp2g02280.1	0.879317675568279	3.35825367514531e-09	FALSE	BZR2	TRIHELIX30	pos
Mp1g19590.1	Mp2g02280.1	0.875423233645548	4.81468420687747e-09	FALSE	TCP2	TRIHELIX30	pos
Mp1g24140.1	Mp2g02280.1	-0.872064236053988	6.50719966799329e-09	FALSE	HD12	TRIHELIX30	neg
Mp1g24950.1	Mp2g02280.1	0.943324900351416	5.41788836017076e-13	FALSE	WRKY11	TRIHELIX30	pos
Mp1g03950.1	Mp2g03850.1	0.812745795139814	4.55359150608459e-07	FALSE	GATA2	GRAS4	pos
Mp1g04480.1	Mp2g03850.1	0.849868417684528	3.93637846762829e-08	FALSE	HD1	GRAS4	pos
Mp1g01010.1	Mp2g05070.1	-0.877043578669716	4.15060963376845e-09	FALSE	HD9	BHLH12	neg
Mp1g03580.1	Mp2g05070.1	0.823905262083604	2.31644017301136e-07	FALSE	BZIP15	BHLH12	pos
Mp1g10030.1	Mp2g05070.1	0.803660257461589	7.64614666692864e-07	FALSE	Mp1g10030.1	BHLH12	pos
Mp1g22880.1	Mp2g05070.1	0.830324605629593	1.53667385038858e-07	FALSE	GRAS8	BHLH12	pos
Mp1g13260.1	Mp2g07150.1	0.873300483461424	5.83007508936362e-09	FALSE	BZR2	BHLH29	pos
Mp1g16790.1	Mp2g07150.1	-0.856316625489389	2.40706752308029e-08	FALSE	TRIHELIX1	BHLH29	neg
Mp1g24950.1	Mp2g07150.1	0.811940579801139	4.7729307528499e-07	FALSE	WRKY11	BHLH29	pos
Mp2g02280.1	Mp2g07150.1	0.811442762009832	4.9132432544674e-07	FALSE	TRIHELIX30	BHLH29	pos
Mp1g03580.1	Mp2g07170.1	0.845251566039313	5.52144239218677e-08	FALSE	BZIP15	BZIP4	pos
Mp1g10030.1	Mp2g07170.1	0.888672386731167	1.3407170929014e-09	FALSE	Mp1g10030.1	BZIP4	pos
Mp1g11660.1	Mp2g07170.1	0.8626180379176	1.45397196504859e-08	TRUE	HD6	BZIP4	pos
Mp1g13260.1	Mp2g07170.1	0.816263688483721	3.69779990183616e-07	TRUE	BZR2	BZIP4	pos
Mp1g15660.1	Mp2g07170.1	0.864600952606949	1.23433174792353e-08	FALSE	IDDL2	BZIP4	pos
Mp1g19590.1	Mp2g07170.1	0.810452052525492	5.20356886246631e-07	TRUE	TCP2	BZIP4	pos
Mp1g24140.1	Mp2g07170.1	-0.832952892975387	1.29261838122119e-07	FALSE	HD12	BZIP4	neg
Mp1g24950.1	Mp2g07170.1	0.883180691630307	2.32029107039011e-09	TRUE	WRKY11	BZIP4	pos
Mp2g02280.1	Mp2g07170.1	0.892622643183513	8.8755691685094e-10	TRUE	TRIHELIX30	BZIP4	pos
Mp2g05070.1	Mp2g07170.1	0.851116608432615	3.58532599165073e-08	FALSE	BHLH12	BZIP4	pos
Mp1g03580.1	Mp2g07720.1	0.879569543355473	3.27952776046914e-09	TRUE	BZIP15	NAC1	pos
Mp2g05070.1	Mp2g07720.1	0.843683468140544	6.17860940188564e-08	FALSE	BHLH12	NAC1	pos
Mp1g02320.1	Mp2g08360.1	0.897532023663861	5.1956483559934e-10	FALSE	HD8	TRIHELIX11	pos
Mp1g03040.1	Mp2g10620.1	0.845003277726003	5.62109607749051e-08	FALSE	TRIHELIX25	Mp2g10620.1	pos
Mp1g06180.1	Mp2g10620.1	0.842509809687258	6.71581439348756e-08	FALSE	TRIHELIX18	Mp2g10620.1	pos
Mp1g09420.1	Mp2g10620.1	0.920938050799722	2.61761723407972e-11	FALSE	R2R3-MYB17	Mp2g10620.1	pos
Mp1g18540.1	Mp2g10620.1	0.813702949572964	4.30468551027019e-07	FALSE	CDF	Mp2g10620.1	pos
Mp1g24520.1	Mp2g10620.1	0.8621410963905	1.51181760443819e-08	FALSE	4R-MYB1	Mp2g10620.1	pos
Mp1g25020.1	Mp2g10620.1	0.829639960912234	1.6067170549583e-07	FALSE	C2H2-8	Mp2g10620.1	pos
Mp2g00910.1	Mp2g10620.1	0.807601439791053	6.12698944912893e-07	FALSE	BHLH3	Mp2g10620.1	pos
Mp1g03100.1	Mp2g11080.1	0.813071953551514	4.46735777037688e-07	FALSE	TRIHELIX26	ERF4	pos
Mp1g04480.1	Mp2g11080.1	0.847072361289615	4.83803037631958e-08	FALSE	HD1	ERF4	pos
Mp1g05630.1	Mp2g11080.1	0.861317206736112	1.61666799947113e-08	FALSE	Mp1g05630.1	ERF4	pos
Mp1g08640.1	Mp2g11080.1	0.894815646444403	7.01011693138298e-10	FALSE	3R-MYB1	ERF4	pos
Mp1g09040.1	Mp2g11080.1	0.802131655269582	8.32104460446459e-07	FALSE	Mp1g09040.1	ERF4	pos
Mp1g10310.1	Mp2g11080.1	0.926094063798177	1.19730891867675e-11	FALSE	CDC5	ERF4	pos
Mp1g10440.1	Mp2g11080.1	0.846403411468422	5.07968140883719e-08	FALSE	GRAS3	ERF4	pos
Mp1g13260.1	Mp2g11080.1	0.805569611033674	6.87241298091834e-07	FALSE	BZR2	ERF4	pos
Mp1g05400.1	Mp2g11220.1	0.924305164885649	1.5804246800144e-11	FALSE	Mp1g05400.1	1R-MYB9	pos
Mp1g14500.1	Mp2g11220.1	0.85709591161393	2.26452527840593e-08	FALSE	ASLBD15	1R-MYB9	pos
Mp1g16790.1	Mp2g11220.1	0.901708332374985	3.22409654529565e-10	FALSE	TRIHELIX1	1R-MYB9	pos
Mp2g00500.1	Mp2g11220.1	0.927620124539519	9.39603950200762e-12	FALSE	BHLH47	1R-MYB9	pos
Mp2g02990.1	Mp2g11220.1	0.864564953422364	1.23803534091138e-08	FALSE	Mp2g02990.1	1R-MYB9	pos
Mp2g07150.1	Mp2g11220.1	-0.850658739647449	3.71067168103423e-08	FALSE	BHLH29	1R-MYB9	neg
Mp1g04480.1	Mp2g11520.1	0.856657377738715	2.34377011132381e-08	TRUE	HD1	CXC1	pos
Mp1g08640.1	Mp2g11520.1	0.903970418694932	2.46759501720817e-10	TRUE	3R-MYB1	CXC1	pos
Mp1g09040.1	Mp2g11520.1	0.835412912331055	1.09645970969297e-07	FALSE	Mp1g09040.1	CXC1	pos
Mp1g10310.1	Mp2g11520.1	0.90631027097343	1.85822024434401e-10	FALSE	CDC5	CXC1	pos
Mp1g10440.1	Mp2g11520.1	0.824740790917807	2.1979989650589e-07	TRUE	GRAS3	CXC1	pos
Mp2g11080.1	Mp2g11520.1	0.880739240098622	2.93539015316924e-09	TRUE	ERF4	CXC1	pos
Mp2g12750.1	Mp2g12760.1	1	0	FALSE	ERF5	ERF6	pos
Mp1g02320.1	Mp2g13020.1	0.883585655250572	2.23041207725316e-09	FALSE	HD8	RR-MYB2	pos
Mp1g18540.1	Mp2g13020.1	0.951135573441895	9.52571355128384e-14	FALSE	CDF	RR-MYB2	pos
Mp1g12750.1	Mp2g13330.1	0.803092861947089	7.89069269035991e-07	TRUE	ARF1	BZIP8	pos
Mp1g05400.1	Mp2g13910.1	0.890267508679979	1.13715192817665e-09	FALSE	Mp1g05400.1	Mp2g13910.1	pos
Mp1g14500.1	Mp2g13910.1	0.862144063500674	1.51145140847575e-08	FALSE	ASLBD15	Mp2g13910.1	pos
Mp2g00500.1	Mp2g13910.1	0.914801851463376	6.21485085616769e-11	FALSE	BHLH47	Mp2g13910.1	pos
Mp2g11220.1	Mp2g13910.1	0.825239549773987	2.12992527393041e-07	FALSE	1R-MYB9	Mp2g13910.1	pos
Mp1g12750.1	Mp2g14310.1	0.83128205397743	1.44333588414369e-07	FALSE	ARF1	1R-MYB11	pos
Mp1g19590.1	Mp2g14310.1	0.858879102469582	1.96664173834904e-08	FALSE	TCP2	1R-MYB11	pos
Mp1g24950.1	Mp2g14310.1	0.85804909210495	2.10057631289118e-08	TRUE	WRKY11	1R-MYB11	pos
Mp2g02280.1	Mp2g14310.1	0.854076436235245	2.86317056730212e-08	TRUE	TRIHELIX30	1R-MYB11	pos
Mp1g14500.1	Mp2g16350.1	0.814849765418871	4.02261781884405e-07	FALSE	ASLBD15	BBX6	pos
Mp1g25140.1	Mp2g16350.1	0.855885029339093	2.48945744019125e-08	FALSE	Mp1g25140.1	BBX6	pos
Mp2g00500.1	Mp2g16350.1	0.8113201220351	4.94837449460661e-07	FALSE	BHLH47	BBX6	pos
Mp1g03040.1	Mp2g20790.1	0.832630948920513	1.3205042437292e-07	FALSE	TRIHELIX25	DOF1	pos
Mp1g04480.1	Mp2g20790.1	0.818824799561427	3.16895401919481e-07	FALSE	HD1	DOF1	pos
Mp1g06180.1	Mp2g20790.1	0.862488626996137	1.4694661043535e-08	FALSE	TRIHELIX18	DOF1	pos
Mp1g08890.1	Mp2g20790.1	0.807362253241514	6.21079334184316e-07	FALSE	WRKY5	DOF1	pos
Mp1g09420.1	Mp2g20790.1	0.909018567911194	1.32570177058255e-10	FALSE	R2R3-MYB17	DOF1	pos
Mp1g12750.1	Mp2g20790.1	0.876253356424478	4.46332171222252e-09	FALSE	ARF1	DOF1	pos
Mp1g19590.1	Mp2g20790.1	0.819875673600854	2.97242899849337e-07	FALSE	TCP2	DOF1	pos
Mp1g24520.1	Mp2g20790.1	0.865640316812282	1.1316324100008e-08	FALSE	4R-MYB1	DOF1	pos
Mp1g24950.1	Mp2g20790.1	0.865040002766994	1.18996248410497e-08	FALSE	WRKY11	DOF1	pos
Mp2g02280.1	Mp2g20790.1	0.811126803857417	5.00421096560899e-07	FALSE	TRIHELIX30	DOF1	pos
Mp2g10620.1	Mp2g20790.1	0.933056344831451	3.78785891541611e-12	FALSE	Mp2g10620.1	DOF1	pos
Mp2g13330.1	Mp2g20790.1	0.832043868351337	1.37275569134232e-07	FALSE	BZIP8	DOF1	pos
Mp1g01960.1	Mp2g20960.1	0.800923106427521	8.89199746723079e-07	FALSE	Mp1g01960.1	WRKY8	pos
Mp1g26740.1	Mp2g20960.1	0.873136211421654	5.91621063250614e-09	FALSE	TRIHELIX5	WRKY8	pos
Mp2g16350.1	Mp2g20960.1	0.802925389064626	7.96420381199425e-07	FALSE	BBX6	WRKY8	pos
Mp1g03950.1	Mp2g22250.1	0.823690103419414	2.34785649144698e-07	TRUE	GATA2	AP2B3-1	pos
Mp1g10030.1	Mp2g22250.1	0.878631729083274	3.58142404621731e-09	FALSE	Mp1g10030.1	AP2B3-1	pos
Mp1g13260.1	Mp2g22250.1	0.907305938496988	1.64324998053189e-10	FALSE	BZR2	AP2B3-1	pos
Mp1g19590.1	Mp2g22250.1	0.873982086298127	5.48468293004589e-09	FALSE	TCP2	AP2B3-1	pos
Mp1g24140.1	Mp2g22250.1	-0.827688960811362	1.82238410140201e-07	FALSE	HD12	AP2B3-1	neg
Mp1g24950.1	Mp2g22250.1	0.840177937592787	7.91004617362034e-08	FALSE	WRKY11	AP2B3-1	pos
Mp2g02280.1	Mp2g22250.1	0.877189670957631	4.09502165510389e-09	TRUE	TRIHELIX30	AP2B3-1	pos
Mp2g07150.1	Mp2g22250.1	0.813806507262512	4.2785032050574e-07	TRUE	BHLH29	AP2B3-1	pos
Mp2g07170.1	Mp2g22250.1	0.865848531334576	1.11201383656834e-08	TRUE	BZIP4	AP2B3-1	pos
Mp1g10030.1	Mp2g23600.1	0.824363435407756	2.25079844984322e-07	FALSE	Mp1g10030.1	ABI5A/BZIP11	pos
Mp1g24140.1	Mp2g23600.1	-0.82117540361192	2.74457703675068e-07	FALSE	HD12	ABI5A/BZIP11	neg
Mp1g24950.1	Mp2g23600.1	0.8381252293859	9.11644804091338e-08	TRUE	WRKY11	ABI5A/BZIP11	pos
Mp2g02280.1	Mp2g23600.1	0.849355262280485	4.08949705210659e-08	FALSE	TRIHELIX30	ABI5A/BZIP11	pos
Mp2g05070.1	Mp2g23600.1	0.82085597653725	2.79906680722419e-07	TRUE	BHLH12	ABI5A/BZIP11	pos
Mp2g07170.1	Mp2g23600.1	0.837250562535896	9.67912880955879e-08	TRUE	BZIP4	ABI5A/BZIP11	pos
Mp2g07720.1	Mp2g23600.1	0.832706945018321	1.31387321467002e-07	FALSE	NAC1	ABI5A/BZIP11	pos
Mp2g14310.1	Mp2g23600.1	0.80163637063453	8.55092260998447e-07	TRUE	1R-MYB11	ABI5A/BZIP11	pos
Mp1g05310.1	Mp2g24110.1	0.809879648345796	5.37825554758342e-07	FALSE	GATA1	C2H2-10	pos
Mp1g10030.1	Mp2g24110.1	0.832233354661803	1.35569080406128e-07	FALSE	Mp1g10030.1	C2H2-10	pos
Mp1g12750.1	Mp2g24110.1	0.819022802906425	3.13105463778385e-07	FALSE	ARF1	C2H2-10	pos
Mp1g13260.1	Mp2g24110.1	0.828723785071296	1.70494774742735e-07	FALSE	BZR2	C2H2-10	pos
Mp1g19590.1	Mp2g24110.1	0.864021794459081	1.29514972080358e-08	FALSE	TCP2	C2H2-10	pos
Mp1g24140.1	Mp2g24110.1	-0.828533329193069	1.72603514148051e-07	FALSE	HD12	C2H2-10	neg
Mp1g24520.1	Mp2g24110.1	0.806076492186957	6.67919779928638e-07	FALSE	4R-MYB1	C2H2-10	pos
Mp1g24950.1	Mp2g24110.1	0.847521433957935	4.68168535050495e-08	FALSE	WRKY11	C2H2-10	pos
Mp2g02150.1	Mp2g24110.1	0.804122401915515	7.45201865770539e-07	FALSE	TRIHELIX29	C2H2-10	pos
Mp2g02280.1	Mp2g24110.1	0.868801422197514	8.65008287220803e-09	FALSE	TRIHELIX30	C2H2-10	pos
Mp2g07170.1	Mp2g24110.1	0.827437126021917	1.85204416691676e-07	FALSE	BZIP4	C2H2-10	pos
Mp2g14310.1	Mp2g24110.1	0.810844003909051	5.08691355705082e-07	FALSE	1R-MYB11	C2H2-10	pos
Mp2g20790.1	Mp2g24110.1	0.835775296617889	1.06995428517109e-07	FALSE	DOF1	C2H2-10	pos
Mp2g22250.1	Mp2g24110.1	0.845418788178151	5.45522782502417e-08	FALSE	AP2B3-1	C2H2-10	pos
Mp1g03950.1	Mp2g25260.1	-0.804113342597066	7.4557811480247e-07	FALSE	GATA2	CCAAT-NFYC3	neg
Mp1g24950.1	Mp2g25260.1	-0.854845176714048	2.69853526191355e-08	FALSE	WRKY11	CCAAT-NFYC3	neg
Mp2g02150.1	Mp2g25260.1	-0.838896733679494	8.64481970452857e-08	FALSE	TRIHELIX29	CCAAT-NFYC3	neg
Mp2g20790.1	Mp2g25260.1	-0.802100955849704	8.33513017273191e-07	FALSE	DOF1	CCAAT-NFYC3	neg
Mp1g03950.1	Mp2g25420.1	0.809314999784375	5.55572347682443e-07	FALSE	GATA2	Mp2g25420.1	pos
Mp1g10030.1	Mp2g25420.1	0.858437305835838	2.03693817368844e-08	FALSE	Mp1g10030.1	Mp2g25420.1	pos
Mp1g13260.1	Mp2g25420.1	0.896152890138508	6.05525407593177e-10	FALSE	BZR2	Mp2g25420.1	pos
Mp1g19590.1	Mp2g25420.1	0.835684155353136	1.07656553449686e-07	FALSE	TCP2	Mp2g25420.1	pos
Mp1g24140.1	Mp2g25420.1	-0.873033339371168	5.97073657182534e-09	FALSE	HD12	Mp2g25420.1	neg
Mp1g24950.1	Mp2g25420.1	0.839762901536046	8.14164802243056e-08	FALSE	WRKY11	Mp2g25420.1	pos
Mp2g02280.1	Mp2g25420.1	0.866590359112425	1.04459352279207e-08	FALSE	TRIHELIX30	Mp2g25420.1	pos
Mp2g22250.1	Mp2g25420.1	0.895667044141303	6.38757269300072e-10	FALSE	AP2B3-1	Mp2g25420.1	pos
Mp2g24110.1	Mp2g25420.1	0.824407093207234	2.24463196474289e-07	FALSE	C2H2-10	Mp2g25420.1	pos
Mp1g04480.1	Mp2g25840.1	0.800796889972282	8.95360909858312e-07	FALSE	HD1	Mp2g25840.1	pos
Mp1g06180.1	Mp2g25840.1	0.825554855801482	2.08787634958796e-07	FALSE	TRIHELIX18	Mp2g25840.1	pos
Mp1g10030.1	Mp2g25840.1	0.810254153820616	5.2633779379363e-07	FALSE	Mp1g10030.1	Mp2g25840.1	pos
Mp1g11660.1	Mp2g25840.1	0.806390268027349	6.56205172422375e-07	FALSE	HD6	Mp2g25840.1	pos
Mp1g12750.1	Mp2g25840.1	0.845055869034033	5.59985333659085e-08	FALSE	ARF1	Mp2g25840.1	pos
Mp1g13260.1	Mp2g25840.1	0.840877836402454	7.53291855559723e-08	FALSE	BZR2	Mp2g25840.1	pos
Mp1g19590.1	Mp2g25840.1	0.819922590414496	2.96391671428253e-07	FALSE	TCP2	Mp2g25840.1	pos
Mp1g24140.1	Mp2g25840.1	-0.80199902286949	8.38205300279782e-07	FALSE	HD12	Mp2g25840.1	neg
Mp1g24520.1	Mp2g25840.1	0.803517455311215	7.70704410069101e-07	FALSE	4R-MYB1	Mp2g25840.1	pos
Mp1g24950.1	Mp2g25840.1	0.869267654642928	8.30915536376153e-09	FALSE	WRKY11	Mp2g25840.1	pos
Mp2g02280.1	Mp2g25840.1	0.846381019249671	5.08795565679065e-08	FALSE	TRIHELIX30	Mp2g25840.1	pos
Mp2g07150.1	Mp2g25840.1	0.817075574258381	3.5221439653732e-07	FALSE	BHLH29	Mp2g25840.1	pos
Mp2g07170.1	Mp2g25840.1	0.847265130522992	4.77034891588346e-08	FALSE	BZIP4	Mp2g25840.1	pos
Mp2g13330.1	Mp2g25840.1	0.801170915728796	8.77213760963613e-07	FALSE	BZIP8	Mp2g25840.1	pos
Mp2g20790.1	Mp2g25840.1	0.903329859728421	2.66347166544278e-10	FALSE	DOF1	Mp2g25840.1	pos
Mp2g22250.1	Mp2g25840.1	0.8589720523538	1.95213445408626e-08	FALSE	AP2B3-1	Mp2g25840.1	pos
Mp2g24110.1	Mp2g25840.1	0.860636637221799	1.70819358658036e-08	FALSE	C2H2-10	Mp2g25840.1	pos
Mp1g24950.1	Mp2g26400.1	0.823914770913591	2.31506052106312e-07	FALSE	WRKY11	BHLH49	pos
Mp2g13330.1	Mp2g26400.1	0.800340936460158	9.1793864065437e-07	FALSE	BZIP8	BHLH49	pos
Mp1g08660.1	Mp3g00010.1	0.810359237529707	5.23154294773676e-07	TRUE	NFX1-1	WRKY1	pos
Mp1g10030.1	Mp3g00010.1	0.864520199565798	1.24265362444476e-08	FALSE	Mp1g10030.1	WRKY1	pos
Mp1g12750.1	Mp3g00010.1	0.836932155578241	9.89161730302612e-08	TRUE	ARF1	WRKY1	pos
Mp1g13260.1	Mp3g00010.1	0.852864876746559	3.14113843824515e-08	FALSE	BZR2	WRKY1	pos
Mp1g16790.1	Mp3g00010.1	-0.82088672251462	2.79377993406271e-07	TRUE	TRIHELIX1	WRKY1	neg
Mp1g19590.1	Mp3g00010.1	0.88799450132028	1.43682599151873e-09	FALSE	TCP2	WRKY1	pos
Mp1g24140.1	Mp3g00010.1	-0.859357184905259	1.89305020548147e-08	TRUE	HD12	WRKY1	neg
Mp1g24950.1	Mp3g00010.1	0.923296464486096	1.84274817627283e-11	FALSE	WRKY11	WRKY1	pos
Mp2g02280.1	Mp3g00010.1	0.908714592534538	1.37762690144427e-10	TRUE	TRIHELIX30	WRKY1	pos
Mp2g07150.1	Mp3g00010.1	0.840388235101906	7.79497910663451e-08	FALSE	BHLH29	WRKY1	pos
Mp2g07170.1	Mp3g00010.1	0.823507856421694	2.37476687869886e-07	FALSE	BZIP4	WRKY1	pos
Mp2g11220.1	Mp3g00010.1	-0.842742885566517	6.60589196677108e-08	TRUE	1R-MYB9	WRKY1	neg
Mp2g14310.1	Mp3g00010.1	0.814572336930176	4.08928386042007e-07	FALSE	1R-MYB11	WRKY1	pos
Mp2g20790.1	Mp3g00010.1	0.851569282105236	3.46517703420091e-08	FALSE	DOF1	WRKY1	pos
Mp2g22250.1	Mp3g00010.1	0.858474985607818	2.03085530614544e-08	TRUE	AP2B3-1	WRKY1	pos
Mp2g23600.1	Mp3g00010.1	0.805042975875404	7.07846416592162e-07	FALSE	ABI5A/BZIP11	WRKY1	pos
Mp2g24110.1	Mp3g00010.1	0.845597262640924	5.38534958849368e-08	FALSE	C2H2-10	WRKY1	pos
